sample_id,bme688_gas_response_norm,mq135_response_norm,mq7_response_norm,temperature_c,humidity_pct,pressure_hpa,pattern_label
PA_211,0.35496,0.72633,0.42775,24.8,49.89,1011.79,Pattern_A
PD_147,0.8209,0.40695,0.6385,22.83,63.24,1009.63,Pattern_D
PD_024,0.81106,0.22121,0.58795,23.97,63.33,1002.83,Pattern_D
PC_210,0.50709,0.67876,0.19205,25.71,43.84,1014.6,Pattern_C
PC_018,0.47924,0.54922,0.31134,25.9,44.61,1016.07,Pattern_C
PD_033,0.83141,0.32555,0.60767,23.94,61.59,1003.71,Pattern_D
PC_020,0.477,0.54406,0.32615,26.2,46.0,1015.51,Pattern_C
PA_189,0.28659,0.58367,0.32635,24.88,48.49,1014.49,Pattern_A
PC_111,0.53605,0.67274,0.25199,26.39,43.52,1014.14,Pattern_C
PD_037,0.7741,0.29332,0.58189,24.01,67.58,1005.34,Pattern_D
PD_269,0.76164,0.28858,0.49272,23.53,61.12,1004.29,Pattern_D
U_020,0.45342,0.46897,0.42708,25.42,49.94,1009.5,Unknown
PD_198,0.78892,0.32702,0.5715,23.64,63.86,1005.51,Pattern_D
PD_002,0.69281,0.302,0.51489,24.03,63.71,1007.32,Pattern_D
PA_084,0.19051,0.62282,0.46183,25.4,48.42,1009.3,Pattern_A
PC_102,0.52049,0.6577,0.34733,25.85,45.08,1015.54,Pattern_C
PA_049,0.28393,0.71327,0.36488,25.07,53.24,1007.38,Pattern_A
U_084,0.45285,0.51248,0.46935,25.4,46.67,1009.46,Unknown
PA_156,0.30033,0.74914,0.44992,25.74,50.68,1013.06,Pattern_A
PD_252,0.72357,0.30255,0.58317,24.85,63.39,1003.93,Pattern_D
PD_242,0.76355,0.12697,0.39623,24.37,64.71,1008.4,Pattern_D
PD_075,0.85915,0.34763,0.63773,24.45,63.25,1004.93,Pattern_D
PD_158,0.81422,0.24771,0.52088,24.33,62.78,1004.58,Pattern_D
PC_208,0.43552,0.52595,0.27741,26.39,46.99,1016.14,Pattern_C
U_030,0.46873,0.42282,0.43613,24.66,49.04,1009.54,Unknown
U_281,0.45251,0.46535,0.43907,26.21,53.09,1013.23,Unknown
U_237,0.47269,0.2406,0.50343,25.51,54.28,1012.36,Unknown
PA_180,0.24979,0.73474,0.45914,26.26,48.71,1014.58,Pattern_A
U_156,0.43509,0.45635,0.4223,25.07,53.42,1011.17,Unknown
U_047,0.42374,0.48176,0.35757,25.24,54.11,1009.77,Unknown
PD_141,0.84247,0.29785,0.55092,24.35,65.41,1007.26,Pattern_D
PD_050,0.81624,0.44307,0.59492,23.62,60.65,1001.68,Pattern_D
PC_217,0.55381,0.68159,0.29849,25.8,40.42,1015.13,Pattern_C
PB_064,0.71317,0.39573,0.88727,24.61,50.9,1006.2,Pattern_B
PD_278,0.81442,0.28354,0.67474,24.0,64.06,1001.1,Pattern_D
PD_299,0.73015,0.26278,0.54826,23.32,64.23,1003.26,Pattern_D
PB_047,0.6781,0.42349,0.63064,24.09,55.9,1008.7,Pattern_B
PD_111,0.75136,0.24342,0.58933,24.02,65.61,1005.64,Pattern_D
PC_015,0.46224,0.61741,0.20724,26.19,50.78,1017.43,Pattern_C
PD_066,0.84196,0.30183,0.55345,24.31,59.81,1005.71,Pattern_D
U_074,0.45744,0.48558,0.47876,25.89,49.07,1008.52,Unknown
PB_290,0.70592,0.33318,0.81625,24.35,56.9,1006.53,Pattern_B
U_089,0.5157,0.39952,0.48244,25.44,49.9,1008.25,Unknown
PC_032,0.50188,0.60277,0.38687,25.78,43.95,1017.79,Pattern_C
PA_244,0.39819,0.74323,0.43778,24.67,48.12,1012.83,Pattern_A
U_175,0.48838,0.44324,0.51346,24.99,54.88,1010.34,Unknown
U_252,0.46812,0.50723,0.47134,25.26,49.04,1008.97,Unknown
PC_165,0.50376,0.63039,0.31035,26.68,41.25,1014.17,Pattern_C
PD_088,0.92908,0.22172,0.50443,23.37,61.77,1006.61,Pattern_D
PB_112,0.65577,0.50596,0.79972,24.51,53.99,1007.22,Pattern_B
U_221,0.45036,0.41033,0.49956,25.3,55.41,1009.42,Unknown
U_026,0.55539,0.46318,0.37258,25.53,52.44,1008.14,Unknown
PB_009,0.65885,0.46299,0.72151,24.6,54.34,1009.21,Pattern_B
PC_282,0.46803,0.55024,0.33564,26.8,46.06,1013.38,Pattern_C
PB_099,0.74177,0.41708,0.64235,24.82,51.35,1008.56,Pattern_B
PB_071,0.6851,0.37006,0.76516,24.14,52.58,1008.42,Pattern_B
PA_055,0.40014,0.7675,0.28568,24.97,47.42,1011.07,Pattern_A
U_139,0.49182,0.47858,0.53161,25.64,53.19,1010.37,Unknown
PD_283,0.82575,0.26446,0.59982,24.36,59.12,1004.92,Pattern_D
PB_013,0.64611,0.34237,0.69613,23.68,56.61,1011.26,Pattern_B
PD_022,0.80504,0.3141,0.56634,23.78,60.42,1006.1,Pattern_D
PA_110,0.3323,0.74076,0.32786,25.08,52.67,1011.42,Pattern_A
PC_119,0.53849,0.44543,0.29958,26.02,45.1,1015.44,Pattern_C
PC_092,0.52519,0.72964,0.27303,25.22,44.13,1017.62,Pattern_C
PA_101,0.32835,0.68246,0.45647,24.72,48.6,1012.97,Pattern_A
PD_226,0.81828,0.29064,0.5321,24.07,61.86,1005.88,Pattern_D
PC_070,0.5294,0.59265,0.37052,26.44,44.29,1015.01,Pattern_C
U_176,0.44318,0.45916,0.46838,26.09,51.56,1010.28,Unknown
PA_267,0.31765,0.73551,0.47467,24.52,49.88,1014.04,Pattern_A
PC_079,0.51483,0.45601,0.26682,25.93,44.65,1017.55,Pattern_C
PA_297,0.22593,0.73369,0.31271,25.66,51.78,1012.17,Pattern_A
PB_230,0.72272,0.30552,0.81179,24.58,56.38,1008.68,Pattern_B
PD_045,0.83511,0.29379,0.59906,23.72,60.58,1005.94,Pattern_D
PD_114,0.89285,0.2058,0.53126,22.81,62.8,1003.02,Pattern_D
PD_051,0.76468,0.3744,0.61593,23.81,59.81,1005.41,Pattern_D
PB_078,0.6876,0.40733,0.78866,24.86,56.34,1007.61,Pattern_B
PA_287,0.2679,0.68565,0.41638,24.4,52.3,1009.48,Pattern_A
U_239,0.46979,0.56103,0.51086,26.17,50.35,1011.89,Unknown
PC_131,0.62696,0.62032,0.30849,25.69,46.59,1014.32,Pattern_C
PA_127,0.24935,0.77558,0.41838,25.2,52.75,1013.14,Pattern_A
PB_028,0.6651,0.40465,0.71594,24.72,55.52,1007.84,Pattern_B
PA_293,0.2639,0.68323,0.44595,25.28,53.76,1016.08,Pattern_A
PB_249,0.65766,0.35315,0.74697,24.62,53.91,1009.0,Pattern_B
PC_128,0.49967,0.56124,0.14882,26.44,45.99,1014.68,Pattern_C
PD_009,0.85128,0.31046,0.56802,23.41,65.87,1003.15,Pattern_D
PB_056,0.68539,0.57196,0.73732,24.65,53.24,1007.37,Pattern_B
PA_171,0.31869,0.74054,0.40459,25.28,45.36,1011.34,Pattern_A
PD_067,0.905,0.31335,0.53346,23.98,60.97,1002.49,Pattern_D
PD_234,0.6939,0.39881,0.55137,24.27,61.73,1006.1,Pattern_D
PC_052,0.43228,0.53189,0.21756,25.33,47.98,1019.36,Pattern_C
PA_210,0.2601,0.67915,0.42647,24.98,53.83,1011.13,Pattern_A
U_198,0.56012,0.41897,0.48723,25.65,52.41,1012.82,Unknown
PA_141,0.40478,0.72231,0.48522,24.96,50.29,1012.66,Pattern_A
PD_184,0.80482,0.44494,0.65507,24.45,68.16,1006.36,Pattern_D
PD_091,0.67882,0.20357,0.61979,22.55,64.69,1001.72,Pattern_D
PC_051,0.55533,0.64306,0.18866,25.9,41.44,1019.4,Pattern_C
PD_289,0.7376,0.26502,0.58113,23.87,61.58,1004.24,Pattern_D
U_299,0.42518,0.39869,0.5442,24.28,51.01,1012.57,Unknown
PB_186,0.65333,0.54272,0.75993,23.49,55.79,1011.5,Pattern_B
PB_228,0.71051,0.46398,0.72131,24.65,53.07,1006.88,Pattern_B
PA_200,0.40636,0.84743,0.30632,24.58,53.27,1010.1,Pattern_A
PC_290,0.58064,0.53109,0.32774,26.4,45.69,1017.04,Pattern_C
PC_245,0.50376,0.62328,0.15285,26.4,43.51,1017.2,Pattern_C
PD_169,0.71786,0.25786,0.68549,23.83,59.79,1004.43,Pattern_D
U_006,0.46138,0.53906,0.43264,25.2,52.84,1012.11,Unknown
PD_155,0.79539,0.46669,0.5727,23.6,64.23,1005.43,Pattern_D
PA_011,0.20744,0.69823,0.38977,25.26,51.56,1013.43,Pattern_A
PA_148,0.23889,0.64382,0.3144,25.13,52.74,1011.22,Pattern_A
PC_122,0.57748,0.63068,0.3141,25.2,49.04,1012.85,Pattern_C
PA_283,0.22399,0.68543,0.30506,25.18,48.98,1016.27,Pattern_A
PA_299,0.31659,0.78601,0.2805,25.0,50.6,1011.46,Pattern_A
PC_014,0.48222,0.60518,0.242,26.25,45.3,1014.19,Pattern_C
PA_292,0.26827,0.7404,0.3505,25.4,48.3,1010.89,Pattern_A
PC_050,0.55451,0.4961,0.19791,26.81,43.6,1015.58,Pattern_C
PB_299,0.63602,0.38444,0.75702,25.11,58.96,1008.81,Pattern_B
PD_144,0.71871,0.23607,0.54621,24.01,61.29,1003.83,Pattern_D
PB_253,0.67042,0.42898,0.82525,24.89,54.64,1006.79,Pattern_B
U_099,0.46159,0.44694,0.47267,24.8,51.65,1009.27,Unknown
PA_130,0.30066,0.73318,0.31439,25.18,50.13,1009.66,Pattern_A
PD_162,0.87413,0.23472,0.52347,24.52,63.37,1008.82,Pattern_D
PB_032,0.69091,0.37013,0.71162,23.89,55.86,1008.98,Pattern_B
PB_024,0.64275,0.36789,0.68352,24.54,52.3,1004.08,Pattern_B
PC_081,0.58092,0.65594,0.28467,25.83,47.26,1014.96,Pattern_C
PB_179,0.68355,0.4572,0.64939,24.2,52.64,1004.59,Pattern_B
PB_262,0.68165,0.40159,0.77819,24.56,54.44,1005.23,Pattern_B
PA_136,0.28889,0.68244,0.39517,24.77,48.62,1012.56,Pattern_A
PB_207,0.68765,0.41377,0.70991,24.47,57.77,1007.79,Pattern_B
PB_214,0.61077,0.48812,0.73202,24.0,55.5,1007.06,Pattern_B
U_172,0.51169,0.38185,0.45964,25.55,52.99,1009.82,Unknown
PB_136,0.58826,0.47354,0.72382,24.32,50.92,1006.78,Pattern_B
PC_274,0.47951,0.58794,0.33093,25.69,46.73,1016.48,Pattern_C
U_263,0.46883,0.37273,0.39923,24.72,53.36,1007.93,Unknown
PC_153,0.58997,0.55134,0.28548,26.43,46.78,1014.71,Pattern_C
PC_066,0.53559,0.53278,0.2617,25.69,46.32,1013.78,Pattern_C
PA_159,0.32106,0.48285,0.27659,25.2,51.05,1009.91,Pattern_A
U_054,0.50389,0.37231,0.3417,25.67,52.95,1010.86,Unknown
U_093,0.36824,0.46914,0.51869,25.37,53.16,1010.4,Unknown
PB_276,0.59303,0.46577,0.87645,24.82,58.22,1006.48,Pattern_B
PB_053,0.73012,0.43291,0.78936,24.38,55.14,1008.19,Pattern_B
PD_038,0.81644,0.19038,0.55091,24.35,62.89,997.1,Pattern_D
U_096,0.54761,0.43487,0.4855,25.98,51.8,1008.0,Unknown
U_193,0.5261,0.38761,0.45456,24.43,47.19,1013.24,Unknown
U_101,0.51093,0.53306,0.49123,24.88,49.0,1011.55,Unknown
PB_292,0.7683,0.48818,0.71435,24.76,53.37,1005.87,Pattern_B
PC_065,0.47567,0.55957,0.21256,26.2,47.63,1013.37,Pattern_C
PA_196,0.23679,0.59597,0.37299,24.55,49.81,1009.12,Pattern_A
U_041,0.43261,0.44243,0.53149,25.0,51.76,1011.96,Unknown
PD_149,0.78408,0.24424,0.54721,24.47,62.23,1003.99,Pattern_D
PB_139,0.63508,0.41724,0.76541,24.06,54.88,1008.01,Pattern_B
U_236,0.60034,0.43728,0.46995,25.33,52.21,1009.41,Unknown
PC_044,0.49755,0.62566,0.20712,26.32,42.4,1017.96,Pattern_C
PA_097,0.37349,0.80112,0.36485,25.16,44.7,1009.92,Pattern_A
PB_285,0.68888,0.52713,0.74913,24.7,56.2,1006.13,Pattern_B
U_015,0.39411,0.50536,0.47621,26.19,50.67,1011.89,Unknown
PA_157,0.2367,0.71429,0.43642,25.39,50.47,1013.6,Pattern_A
PB_120,0.68681,0.38188,0.76066,25.15,56.22,1004.92,Pattern_B
PB_111,0.61073,0.33464,0.75072,23.97,53.45,1006.61,Pattern_B
U_023,0.45992,0.59824,0.49059,26.1,55.73,1008.16,Unknown
PB_178,0.63691,0.61887,0.69484,23.93,56.12,1010.75,Pattern_B
PB_215,0.6541,0.46806,0.6903,24.09,55.34,1009.74,Pattern_B
U_086,0.44899,0.53704,0.58868,25.18,50.41,1007.92,Unknown
U_254,0.5572,0.47364,0.41009,26.53,52.85,1009.42,Unknown
PD_219,0.82407,0.39749,0.65143,23.62,62.41,1003.59,Pattern_D
PB_148,0.73476,0.37514,0.67087,24.56,51.14,1007.57,Pattern_B
PA_179,0.37948,0.71497,0.36819,24.5,49.5,1009.13,Pattern_A
PB_091,0.76137,0.40765,0.63671,24.42,56.79,1006.25,Pattern_B
U_090,0.56287,0.40647,0.56471,25.3,51.94,1011.01,Unknown
U_108,0.46952,0.42105,0.55508,25.95,53.27,1010.71,Unknown
U_167,0.489,0.38595,0.438,25.52,52.81,1006.94,Unknown
PD_148,0.81423,0.22495,0.59691,23.22,64.71,1003.28,Pattern_D
PD_243,0.77904,0.21598,0.55482,23.81,59.78,1007.97,Pattern_D
PC_035,0.57406,0.42937,0.23009,26.07,44.78,1015.73,Pattern_C
PC_266,0.52586,0.63324,0.29966,26.26,48.11,1016.69,Pattern_C
PC_188,0.5172,0.57682,0.29483,26.51,44.29,1013.1,Pattern_C
PC_145,0.57424,0.635,0.27928,25.86,50.34,1013.53,Pattern_C
PC_260,0.55638,0.54308,0.24116,26.22,43.63,1011.19,Pattern_C
PA_295,0.24215,0.71062,0.307,25.38,47.98,1017.06,Pattern_A
PB_245,0.65302,0.44568,0.59503,24.48,54.31,1006.53,Pattern_B
U_163,0.46205,0.46335,0.52911,24.94,50.5,1009.71,Unknown
PA_089,0.3142,0.82171,0.35829,24.58,49.01,1012.81,Pattern_A
PD_132,0.79261,0.30429,0.68286,23.7,61.62,1006.54,Pattern_D
U_180,0.5422,0.45004,0.44043,25.36,53.57,1010.73,Unknown
PB_277,0.693,0.35869,0.74633,24.85,55.22,1005.46,Pattern_B
PD_007,0.74759,0.29505,0.59939,24.02,61.99,1002.61,Pattern_D
U_188,0.37796,0.51386,0.46609,25.74,51.52,1010.43,Unknown
PD_192,0.77833,0.40972,0.40995,23.37,62.01,1003.05,Pattern_D
PD_044,0.78041,0.31097,0.60273,23.91,61.42,1005.52,Pattern_D
PA_291,0.27863,0.81603,0.41039,24.41,51.48,1010.61,Pattern_A
U_219,0.47795,0.4493,0.42963,25.33,51.29,1008.89,Unknown
PD_119,0.85178,0.25313,0.56358,23.7,62.32,1003.74,Pattern_D
PB_049,0.64539,0.45041,0.77171,24.78,55.29,1009.47,Pattern_B
PB_268,0.64078,0.48837,0.66906,23.94,56.56,1011.01,Pattern_B
U_213,0.49638,0.56765,0.51231,24.77,52.45,1013.68,Unknown
PD_159,0.81528,0.30058,0.60298,23.43,66.55,1003.96,Pattern_D
PB_300,0.65929,0.58203,0.73435,24.24,51.1,1010.51,Pattern_B
PB_159,0.67083,0.46873,0.78349,24.32,51.44,1008.2,Pattern_B
PB_076,0.62299,0.41451,0.80051,23.43,57.27,1005.87,Pattern_B
PB_034,0.6508,0.56392,0.73288,24.2,55.95,1008.45,Pattern_B
PC_157,0.4697,0.61955,0.21361,26.31,47.33,1015.49,Pattern_C
U_124,0.51263,0.51995,0.49462,25.74,53.64,1010.36,Unknown
PC_112,0.47604,0.62227,0.34948,25.92,42.2,1013.05,Pattern_C
U_190,0.55015,0.4645,0.56999,25.46,48.58,1012.71,Unknown
PB_267,0.63029,0.40309,0.64851,24.28,55.88,1009.48,Pattern_B
PB_029,0.65632,0.47178,0.74585,24.36,55.23,1011.05,Pattern_B
PB_019,0.65416,0.4483,0.71317,24.73,56.21,1002.75,Pattern_B
U_103,0.42635,0.51647,0.46224,24.26,53.43,1008.13,Unknown
PD_053,0.80106,0.46707,0.4895,23.69,61.98,1004.17,Pattern_D
PA_013,0.24943,0.75232,0.38855,25.31,49.06,1012.29,Pattern_A
PA_172,0.18009,0.72234,0.37972,25.47,52.61,1012.36,Pattern_A
PA_261,0.27844,0.7291,0.33101,24.48,47.93,1010.86,Pattern_A
PC_220,0.58582,0.60665,0.17626,25.98,45.62,1016.75,Pattern_C
U_295,0.58371,0.53527,0.47988,25.37,52.79,1007.97,Unknown
PC_197,0.47325,0.51511,0.27571,26.01,44.23,1017.21,Pattern_C
PA_139,0.36678,0.54627,0.40376,25.7,47.52,1011.32,Pattern_A
PB_250,0.64794,0.46032,0.78653,24.47,54.03,1008.27,Pattern_B
PC_016,0.55951,0.59444,0.16367,25.4,47.82,1013.58,Pattern_C
PC_246,0.4937,0.59683,0.39483,25.88,47.73,1015.07,Pattern_C
PC_178,0.55118,0.55485,0.43124,26.4,47.87,1016.43,Pattern_C
PB_259,0.70966,0.36039,0.7639,24.69,56.82,1006.55,Pattern_B
PA_140,0.25859,0.66187,0.36042,25.64,54.04,1011.4,Pattern_A
U_110,0.45863,0.42175,0.51035,25.51,51.49,1011.85,Unknown
PD_124,0.77249,0.3941,0.68048,23.96,66.32,1004.92,Pattern_D
PA_225,0.24322,0.87014,0.39961,24.67,52.02,1011.8,Pattern_A
PD_064,0.85207,0.26105,0.5633,23.11,59.4,1004.07,Pattern_D
PB_110,0.65742,0.42582,0.81976,24.23,50.95,1004.55,Pattern_B
PB_026,0.6831,0.43595,0.65342,24.21,55.47,1006.16,Pattern_B
PA_300,0.19813,0.69883,0.36036,24.93,48.76,1011.2,Pattern_A
PD_094,0.70034,0.38071,0.55544,23.17,65.51,1004.88,Pattern_D
PD_133,0.70705,0.28564,0.55266,23.74,63.87,1006.0,Pattern_D
PC_071,0.53075,0.62352,0.1986,25.31,43.05,1013.26,Pattern_C
U_280,0.47333,0.40283,0.5157,24.89,50.97,1008.56,Unknown
PD_047,0.68948,0.32489,0.59389,24.18,60.83,1008.41,Pattern_D
U_070,0.39503,0.42589,0.57961,25.87,51.44,1012.47,Unknown
PB_274,0.66437,0.54513,0.87894,24.52,55.14,1007.33,Pattern_B
PB_204,0.70083,0.28709,0.68648,25.18,55.88,1006.63,Pattern_B
PD_138,0.78113,0.34932,0.58143,23.67,61.93,1006.61,Pattern_D
PA_004,0.34831,0.71675,0.36891,24.69,52.69,1011.72,Pattern_A
U_269,0.4993,0.50163,0.46866,26.35,52.93,1010.96,Unknown
PB_168,0.72809,0.35618,0.70867,24.55,58.8,1004.55,Pattern_B
PB_022,0.64793,0.35388,0.81197,24.83,51.22,1007.27,Pattern_B
PA_006,0.41779,0.69358,0.34927,24.63,51.36,1014.03,Pattern_A
PD_074,0.77809,0.20726,0.54506,23.67,61.98,1005.86,Pattern_D
PB_248,0.64936,0.50479,0.71557,24.95,52.01,1009.93,Pattern_B
U_277,0.41687,0.53127,0.47413,24.97,55.36,1010.83,Unknown
PA_040,0.2599,0.67748,0.25116,24.93,47.66,1011.05,Pattern_A
PB_243,0.60272,0.4828,0.73778,24.65,53.58,1010.96,Pattern_B
PA_243,0.29421,0.69431,0.46803,24.95,55.06,1012.16,Pattern_A
PA_137,0.27789,0.73587,0.39639,24.49,48.94,1014.59,Pattern_A
PC_003,0.48813,0.56988,0.16884,26.39,47.62,1013.74,Pattern_C
PC_173,0.4707,0.52344,0.29879,25.46,38.08,1013.12,Pattern_C
PC_247,0.54285,0.60455,0.33087,25.69,42.84,1013.85,Pattern_C
PD_191,0.69429,0.34224,0.62076,24.27,61.05,1004.93,Pattern_D
U_166,0.51304,0.58095,0.5337,25.25,54.43,1008.86,Unknown
PB_282,0.72031,0.43726,0.76537,24.39,52.33,1006.28,Pattern_B
U_275,0.55125,0.54168,0.4908,24.41,52.86,1012.65,Unknown
PC_189,0.53787,0.57877,0.27064,25.87,49.93,1010.97,Pattern_C
U_189,0.43738,0.52619,0.4287,26.51,56.92,1012.94,Unknown
PB_077,0.69826,0.43603,0.82508,24.75,49.77,1006.59,Pattern_B
PB_015,0.56957,0.43734,0.69619,24.59,51.57,1008.98,Pattern_B
PB_143,0.75076,0.36626,0.75876,24.24,55.59,1006.29,Pattern_B
PB_020,0.74547,0.2219,0.72304,24.96,54.3,1005.36,Pattern_B
U_279,0.45135,0.43666,0.58678,26.16,47.87,1010.99,Unknown
PC_194,0.46572,0.56449,0.29075,27.29,45.66,1017.89,Pattern_C
PD_233,0.79956,0.25298,0.58391,24.66,61.23,1005.69,Pattern_D
PB_125,0.67749,0.38834,0.74129,25.41,51.18,1008.9,Pattern_B
PB_254,0.74244,0.4703,0.66362,24.36,55.36,1009.4,Pattern_B
PB_295,0.75597,0.52898,0.80304,23.96,56.08,1009.53,Pattern_B
PC_294,0.49639,0.5913,0.2499,26.06,49.23,1014.42,Pattern_C
U_282,0.4712,0.43433,0.6055,25.24,51.61,1011.3,Unknown
U_018,0.44947,0.46229,0.49731,25.3,52.71,1006.73,Unknown
PD_265,0.72017,0.32623,0.51326,24.13,60.54,1002.82,Pattern_D
PA_228,0.20467,0.77603,0.35722,25.17,47.52,1014.39,Pattern_A
PC_115,0.49743,0.71,0.23715,25.69,44.71,1015.74,Pattern_C
PC_211,0.43222,0.63869,0.31998,26.23,43.09,1015.16,Pattern_C
PD_080,0.70963,0.37219,0.54987,23.51,64.82,1007.08,Pattern_D
PD_176,0.82402,0.32051,0.56069,23.95,61.95,1003.8,Pattern_D
PA_067,0.34181,0.7349,0.4118,24.68,49.6,1012.35,Pattern_A
PB_094,0.74651,0.52214,0.8542,24.05,54.23,1008.86,Pattern_B
PB_280,0.608,0.4597,0.63175,24.4,57.5,1008.03,Pattern_B
PD_090,0.69287,0.22451,0.51271,24.14,62.54,1006.1,Pattern_D
PA_212,0.25402,0.76304,0.41901,25.27,53.38,1014.61,Pattern_A
PD_260,0.76871,0.29731,0.55973,24.08,60.42,1004.66,Pattern_D
PC_182,0.44943,0.50247,0.2683,25.73,47.44,1015.53,Pattern_C
PB_237,0.60757,0.49854,0.89405,24.95,58.14,1008.15,Pattern_B
PC_175,0.51767,0.5457,0.27647,25.66,45.37,1014.57,Pattern_C
PC_062,0.46529,0.53211,0.24292,25.53,41.56,1015.39,Pattern_C
PA_086,0.21415,0.70067,0.38597,24.96,51.74,1012.62,Pattern_A
U_150,0.40862,0.42856,0.48718,25.26,51.96,1013.2,Unknown
U_017,0.46763,0.45407,0.50294,25.53,52.36,1008.92,Unknown
PD_016,0.766,0.14695,0.56755,23.55,63.72,1005.63,Pattern_D
PC_061,0.59202,0.68712,0.31102,25.8,44.47,1013.55,Pattern_C
U_151,0.54859,0.45968,0.4275,26.1,51.89,1006.89,Unknown
PC_031,0.54063,0.47959,0.22328,26.61,49.01,1012.81,Pattern_C
PD_134,0.73882,0.30889,0.66943,23.43,62.32,1004.65,Pattern_D
U_200,0.50659,0.44492,0.45969,25.72,49.48,1011.39,Unknown
PD_193,0.76579,0.29181,0.54054,23.83,63.38,1004.57,Pattern_D
PA_274,0.30046,0.70675,0.29173,25.23,44.69,1013.17,Pattern_A
PC_123,0.60407,0.6664,0.31464,25.62,45.33,1014.15,Pattern_C
PB_063,0.66352,0.34092,0.7801,24.52,56.06,1008.91,Pattern_B
PC_023,0.67649,0.57564,0.28426,25.8,43.93,1017.78,Pattern_C
PA_003,0.30363,0.79327,0.40805,24.61,50.81,1010.27,Pattern_A
PA_007,0.29373,0.66539,0.33053,25.29,51.64,1012.98,Pattern_A
PB_012,0.6685,0.4641,0.73775,24.61,56.92,1006.99,Pattern_B
PD_268,0.74044,0.28649,0.53434,24.12,58.47,1002.16,Pattern_D
PD_039,0.81707,0.42468,0.46025,24.48,55.9,1006.69,Pattern_D
U_278,0.459,0.39552,0.62284,25.49,55.07,1011.61,Unknown
PA_216,0.30933,0.69146,0.35633,24.04,50.57,1013.52,Pattern_A
U_121,0.4789,0.5425,0.4502,24.75,51.22,1007.12,Unknown
PA_028,0.41707,0.66661,0.43031,24.59,52.05,1012.69,Pattern_A
U_266,0.39386,0.56879,0.56077,25.66,52.37,1012.49,Unknown
PD_125,0.83243,0.27067,0.54912,23.5,57.47,1007.32,Pattern_D
PC_186,0.54345,0.56354,0.34657,25.6,43.72,1017.95,Pattern_C
PC_039,0.53294,0.52686,0.22195,26.96,44.61,1013.61,Pattern_C
PC_230,0.49545,0.55969,0.28889,26.25,47.48,1013.72,Pattern_C
PC_227,0.5244,0.46187,0.31653,25.59,43.54,1016.13,Pattern_C
PC_025,0.67398,0.57617,0.17999,26.4,43.4,1017.34,Pattern_C
PC_250,0.54801,0.58357,0.34454,27.04,42.92,1013.16,Pattern_C
PA_257,0.34121,0.61032,0.32418,25.68,49.43,1013.51,Pattern_A
PA_026,0.29128,0.65268,0.27952,24.78,49.88,1015.18,Pattern_A
PB_037,0.67846,0.37708,0.79491,24.71,55.03,1006.58,Pattern_B
PB_273,0.66125,0.42697,0.68324,24.74,53.57,1008.18,Pattern_B
PA_048,0.35101,0.74954,0.31337,24.79,50.58,1012.09,Pattern_A
PA_107,0.28955,0.64763,0.41477,25.24,46.71,1013.26,Pattern_A
PB_050,0.6852,0.471,0.81225,24.14,51.02,1010.78,Pattern_B
PA_056,0.38312,0.76144,0.33806,24.54,50.07,1009.81,Pattern_A
PC_209,0.47943,0.6016,0.26072,25.91,49.48,1011.83,Pattern_C
PA_214,0.32,0.70583,0.45162,24.02,45.57,1013.43,Pattern_A
PA_121,0.29471,0.79332,0.24316,24.33,47.97,1014.63,Pattern_A
PC_270,0.54956,0.55359,0.23304,26.54,46.95,1016.08,Pattern_C
PC_256,0.46849,0.60078,0.28078,25.38,43.81,1014.42,Pattern_C
PA_073,0.29279,0.60099,0.4357,24.73,48.83,1010.07,Pattern_A
U_181,0.50218,0.45607,0.47757,25.42,53.59,1011.51,Unknown
PC_121,0.48063,0.60651,0.19026,26.05,42.95,1014.2,Pattern_C
PA_046,0.26031,0.74057,0.37416,25.94,53.46,1012.69,Pattern_A
U_064,0.55394,0.46872,0.56513,25.92,53.47,1006.78,Unknown
PB_224,0.70956,0.54819,0.74865,25.86,54.5,1008.46,Pattern_B
PC_269,0.49834,0.51317,0.30279,26.33,43.79,1014.21,Pattern_C
PD_208,0.74882,0.23215,0.54441,23.81,60.27,1005.17,Pattern_D
U_075,0.50506,0.54967,0.36788,26.12,51.69,1006.61,Unknown
PC_203,0.51904,0.59742,0.29049,24.94,49.14,1014.73,Pattern_C
PB_234,0.73636,0.39281,0.72558,25.02,54.33,1009.99,Pattern_B
PD_238,0.90902,0.36884,0.59639,24.33,57.65,1000.4,Pattern_D
PC_004,0.53915,0.58274,0.2997,25.72,43.06,1016.89,Pattern_C
PB_166,0.76138,0.41295,0.71285,24.27,57.42,1009.22,Pattern_B
U_003,0.48977,0.44299,0.44285,24.83,48.56,1009.33,Unknown
U_078,0.44582,0.41347,0.46746,25.98,51.71,1008.75,Unknown
U_244,0.51495,0.51449,0.47791,25.63,52.41,1011.08,Unknown
PD_089,0.81252,0.31118,0.61174,23.49,61.46,1004.96,Pattern_D
PA_061,0.29161,0.74492,0.43999,24.52,49.72,1014.67,Pattern_A
PC_286,0.46596,0.53281,0.30952,25.92,44.94,1016.93,Pattern_C
PA_093,0.3163,0.85228,0.37477,24.86,48.34,1010.14,Pattern_A
PC_067,0.57564,0.58403,0.24102,25.44,45.56,1016.61,Pattern_C
PC_106,0.58394,0.6458,0.22234,26.63,47.7,1016.08,Pattern_C
PA_195,0.24582,0.66405,0.52745,25.81,49.09,1011.35,Pattern_A
